N,bits_N,status,factors_str,residual,trials_tested,divisions,duration_ns,duration_ms,duration_s,source_file,started_utc,finished_utc
751589,20,FOUND_ALL,857 * 877,877,285,1,38800,0.0388,3.88e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
558013,20,FOUND_ALL,593 * 941,941,197,1,26600,0.0266,2.66e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
607613,20,FOUND_ALL,709 * 857,857,236,1,31600,0.0316,3.16e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
799067,20,FOUND_ALL,881 * 907,907,293,1,38900,0.0389,3.89e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
880937,20,FOUND_ALL,911 * 967,967,303,1,40400,0.0404,4.04e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
783611,20,FOUND_ALL,769 * 1019,1019,256,1,34200,0.0342,3.42e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
752659,20,FOUND_ALL,743 * 1013,1013,247,1,39500,0.0395,3.95e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
641941,20,FOUND_ALL,727 * 883,883,242,1,31700,0.0317,3.17e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
927271,20,FOUND_ALL,919 * 1009,1009,306,1,40200,0.0402,4.02e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
814669,20,FOUND_ALL,839 * 971,971,279,1,36600,0.0366,3.66e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
936799,20,FOUND_ALL,953 * 983,983,317,1,41800,0.0418,4.18e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
544993,20,FOUND_ALL,659 * 827,827,219,1,29000,0.029,2.9e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
751561,20,FOUND_ALL,809 * 929,929,269,1,35900,0.0359,3.59e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
636751,20,FOUND_ALL,743 * 857,857,247,1,32400,0.0324,3.24e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
622579,20,FOUND_ALL,751 * 829,829,250,1,32900,0.0329,3.29e-05,C:\Users\Verena Gemmel\Documents\Jonathan Schule\Facharbeit\Versuche und Ergebnisse\Experiment Trial Division\Programme\n_values\n_values_020bit.txt,2026-02-17 07:08:43,2026-02-17 07:08:43
